Generation # 10  Max Fitness: 0.0011573956618589688
Generation # 11  Max Fitness: 0.0011573956618589688
Generation # 12  Max Fitness: 0.0013215640358555977
New Best Fitness
Generation # 13  Max Fitness: 0.0013215640358555977
Generation # 14  Max Fitness: 0.0011573956618589688
Generation # 15  Max Fitness: 0.0013144707873969717
Generation # 16  Max Fitness: 0.0013144707873969717
Generation # 17  Max Fitness: 0.0013144707873969717
Generation # 18  Max Fitness: 0.002301813360179178
New Best Fitness
Generation # 19  Max Fitness: 0.002301813360179178
Generation # 20  Max Fitness: 0.002301813360179178
Generation # 21  Max Fitness: 0.002301813360179178
Generation # 22  Max Fitness: 0.002301813360179178
Generation # 23  Max Fitness: 0.002301813360179178
Generation # 24  Max Fitness: 0.002301813360179178
Generation # 25  Max Fitness: 0.0025773825652710513
New Best Fitness
Generation # 26  Max Fitness: 0.0025773825652710513
Generation # 27  Max Fitness: 0.0025773825652710513
Generation # 28  Max Fitness: 0.0025773825652710513
Generation # 29  Max Fitness: 0.0025773825652710513
Generation # 30  Max Fitness: 0.0025773825652710513
Generation # 31  Max Fitness: 0.0025773825652710513
Generation # 32  Max Fitness: 0.0025773825652710513
Generation # 33  Max Fitness: 0.0025773825652710513
Generation # 34  Max Fitness: 0.0025773825652710513
Generation # 35  Max Fitness: 0.0025773825652710513
Generation # 36  Max Fitness: 0.0025773825652710513
Generation # 37  Max Fitness: 0.0025773825652710513
Generation # 38  Max Fitness: 0.0025773825652710513
Generation # 39  Max Fitness: 0.0025773825652710513
Generation # 40  Max Fitness: 0.0025773825652710513
Generation # 41  Max Fitness: 0.0025773825652710513
Generation # 42  Max Fitness: 0.0025773825652710513
Generation # 43  Max Fitness: 0.002301813360179178
Generation # 44  Max Fitness: 0.002301813360179178
Generation # 45  Max Fitness: 0.002301813360179178
Generation # 46  Max Fitness: 0.002301813360179178
Generation # 47  Max Fitness: 0.002301813360179178
Generation # 48  Max Fitness: 0.002301813360179178
Generation # 49  Max Fitness: 0.004272205551180207
New Best Fitness
Accuracy:  99.0 %
Replaced  0.0028629731817776984  with  0.004272205551180207
38 <= node_count < 46
Population: 11  Node Count: 39
4.2586007028275615e-10 4.2586007028275615e-10
Generation # 0  Max Fitness: 0.00026539213857555314
New Best Fitness
Generation # 1  Max Fitness: 0.001329834946099274
New Best Fitness
Generation # 2  Max Fitness: 0.0018074843279405263
New Best Fitness
Generation # 3  Max Fitness: 0.0018074843279405263
Generation # 4  Max Fitness: 0.001033055134921636
Generation # 5  Max Fitness: 0.001033055134921636
Generation # 6  Max Fitness: 0.0011543706129333977
Generation # 7  Max Fitness: 0.0011543706129333977
Generation # 8  Max Fitness: 0.0011543706129333977
Generation # 9  Max Fitness: 0.001033055134921636
Generation # 10  Max Fitness: 0.001033055134921636
Generation # 11  Max Fitness: 0.001033055134921636
Generation # 12  Max Fitness: 0.001033055134921636
Generation # 13  Max Fitness: 0.00205395946356878
New Best Fitness
Generation # 14  Max Fitness: 0.00205395946356878
Generation # 15  Max Fitness: 0.00205395946356878
Generation # 16  Max Fitness: 0.00205395946356878
Generation # 17  Max Fitness: 0.00205395946356878
Generation # 18  Max Fitness: 0.00205395946356878
Generation # 19  Max Fitness: 0.00205395946356878
Generation # 20  Max Fitness: 0.00205395946356878
Generation # 21  Max Fitness: 0.00205395946356878
Generation # 22  Max Fitness: 0.00205395946356878
Generation # 23  Max Fitness: 0.002770489471040154
New Best Fitness
Generation # 24  Max Fitness: 0.002770489471040154
Generation # 25  Max Fitness: 0.0022843411320794915
Generation # 26  Max Fitness: 0.0022843411320794915
Generation # 27  Max Fitness: 0.0022843411320794915
Generation # 28  Max Fitness: 0.0022843411320794915
Generation # 29  Max Fitness: 0.0022843411320794915
Generation # 30  Max Fitness: 0.0022843411320794915
Generation # 31  Max Fitness: 0.0022843411320794915
Generation # 32  Max Fitness: 0.0022843411320794915
Generation # 33  Max Fitness: 0.0022843411320794915
Generation # 34  Max Fitness: 0.0022843411320794915
Generation # 35  Max Fitness: 0.0022843411320794915
Generation # 36  Max Fitness: 0.0022843411320794915
Generation # 37  Max Fitness: 0.0022843411320794915
Generation # 38  Max Fitness: 0.0022843411320794915
Generation # 39  Max Fitness: 0.0022843411320794915
Generation # 40  Max Fitness: 0.0022843411320794915
Generation # 41  Max Fitness: 0.0022843411320794915
Generation # 42  Max Fitness: 0.0022843411320794915
Generation # 43  Max Fitness: 0.0022843411320794915
Generation # 44  Max Fitness: 0.0022843411320794915
Generation # 45  Max Fitness: 0.0022843411320794915
Generation # 46  Max Fitness: 0.0022843411320794915
Generation # 47  Max Fitness: 0.0022843411320794915
Generation # 48  Max Fitness: 0.0022843411320794915
Generation # 49  Max Fitness: 0.0022843411320794915
Accuracy:  94.0 %
39 <= node_count < 46
Population: 12  Node Count: 45
7.341352656713611e-11 7.341352656713611e-11
Generation # 0  Max Fitness: 5.126167207712443e-06
New Best Fitness
Generation # 1  Max Fitness: 5.273595946313456e-05
New Best Fitness
Generation # 2  Max Fitness: 5.273595946313456e-05
Generation # 3  Max Fitness: 5.273595946313456e-05
Generation # 4  Max Fitness: 5.273595946313456e-05
Generation # 5  Max Fitness: 0.00021831146093593404
New Best Fitness
Generation # 6  Max Fitness: 0.00021831146093593404
Generation # 7  Max Fitness: 0.00021831146093593404
Generation # 8  Max Fitness: 0.0005038958160907479
New Best Fitness
Generation # 9  Max Fitness: 0.0005038958160907479
Generation # 10  Max Fitness: 0.0005038958160907479
Generation # 11  Max Fitness: 0.0005038958160907479
Generation # 12  Max Fitness: 0.0005038958160907479
Generation # 13  Max Fitness: 0.0005038958160907479
Generation # 14  Max Fitness: 0.0006450758239532841
New Best Fitness
Generation # 15  Max Fitness: 0.0006450758239532841
Generation # 16  Max Fitness: 0.0006450758239532841
Generation # 17  Max Fitness: 0.0010431013323499913
New Best Fitness
Generation # 18  Max Fitness: 0.0013946207435238884
New Best Fitness
Generation # 19  Max Fitness: 0.0013946207435238884
Generation # 20  Max Fitness: 0.0013946207435238884
Generation # 21  Max Fitness: 0.0013946207435238884
Generation # 22  Max Fitness: 0.0010431013323499913
Generation # 23  Max Fitness: 0.0010431013323499913
Generation # 24  Max Fitness: 0.0010431013323499913
Generation # 25  Max Fitness: 0.0010431013323499913
Generation # 26  Max Fitness: 0.0017142609244115144
New Best Fitness
Generation # 27  Max Fitness: 0.0017142609244115144
Generation # 28  Max Fitness: 0.0017142609244115144
Generation # 29  Max Fitness: 0.0017142609244115144
Generation # 30  Max Fitness: 0.0017142609244115144
Generation # 31  Max Fitness: 0.0017142609244115144
Generation # 32  Max Fitness: 0.0017142609244115144
Generation # 33  Max Fitness: 0.0017142609244115144
Generation # 34  Max Fitness: 0.0017142609244115144
Generation # 35  Max Fitness: 0.0017142609244115144
Generation # 36  Max Fitness: 0.0017142609244115144
Generation # 37  Max Fitness: 0.0017142609244115144
Generation # 38  Max Fitness: 0.0017142609244115144
Generation # 39  Max Fitness: 0.0017142609244115144
Generation # 40  Max Fitness: 0.0017142609244115144
Generation # 41  Max Fitness: 0.0017142609244115144
Generation # 42  Max Fitness: 0.0017142609244115144
Generation # 43  Max Fitness: 0.003186108282369628
New Best Fitness
Generation # 44  Max Fitness: 0.003186108282369628
Generation # 45  Max Fitness: 0.003186108282369628
Generation # 46  Max Fitness: 0.003186108282369628
Generation # 47  Max Fitness: 0.003186108282369628
Generation # 48  Max Fitness: 0.003186108282369628
Generation # 49  Max Fitness: 0.0017142609244115144
Accuracy:  96.0 %
43 <= node_count < 46
Population: 13  Node Count: 45
4.108064566208851e-11 4.108064566208851e-11
Generation # 0  Max Fitness: 8.002912739705208e-05
New Best Fitness
Generation # 1  Max Fitness: 0.0003182394252654089
New Best Fitness
Generation # 2  Max Fitness: 0.00045185034673225435
New Best Fitness
Generation # 3  Max Fitness: 0.0007428145851583272
New Best Fitness
Generation # 4  Max Fitness: 0.0017941203436126444
New Best Fitness
Generation # 5  Max Fitness: 0.0017941203436126444
Generation # 6  Max Fitness: 0.0017941203436126444
Generation # 7  Max Fitness: 0.0017941203436126444
Generation # 8  Max Fitness: 0.001999553970743863
New Best Fitness
Generation # 9  Max Fitness: 0.001999553970743863
Generation # 10  Max Fitness: 0.001999553970743863
Generation # 11  Max Fitness: 0.001999553970743863
Generation # 12  Max Fitness: 0.004289824473123392
New Best Fitness
Generation # 13  Max Fitness: 0.004289824473123392
Generation # 14  Max Fitness: 0.004289824473123392
Generation # 15  Max Fitness: 0.004289824473123392
Generation # 16  Max Fitness: 0.0030999002386680008
Generation # 17  Max Fitness: 0.0030999002386680008
Generation # 18  Max Fitness: 0.0030999002386680008
Generation # 19  Max Fitness: 0.0030999002386680008
Generation # 20  Max Fitness: 0.0030999002386680008
Generation # 21  Max Fitness: 0.0030999002386680008
Generation # 22  Max Fitness: 0.0030999002386680008
Generation # 23  Max Fitness: 0.0030999002386680008
Generation # 24  Max Fitness: 0.0030999002386680008
Generation # 25  Max Fitness: 0.0030999002386680008
Generation # 26  Max Fitness: 0.0030999002386680008
Generation # 27  Max Fitness: 0.0030999002386680008
Generation # 28  Max Fitness: 0.0034854823844127562
Generation # 29  Max Fitness: 0.004166553654930192
Generation # 30  Max Fitness: 0.004166553654930192
Generation # 31  Max Fitness: 0.004166553654930192
Generation # 32  Max Fitness: 0.004166553654930192
Generation # 33  Max Fitness: 0.004420611804621057
New Best Fitness
Generation # 34  Max Fitness: 0.0048332022397190215
New Best Fitness
Generation # 35  Max Fitness: 0.0048332022397190215
Generation # 36  Max Fitness: 0.0048332022397190215
Generation # 37  Max Fitness: 0.0048332022397190215
Generation # 38  Max Fitness: 0.0048332022397190215
Generation # 39  Max Fitness: 0.0048332022397190215
Generation # 40  Max Fitness: 0.0048332022397190215
Generation # 41  Max Fitness: 0.0048332022397190215
Generation # 42  Max Fitness: 0.0048332022397190215
Generation # 43  Max Fitness: 0.0048332022397190215
Generation # 44  Max Fitness: 0.0048332022397190215
Generation # 45  Max Fitness: 0.0048332022397190215
Generation # 46  Max Fitness: 0.0048332022397190215
Generation # 47  Max Fitness: 0.0048332022397190215
Generation # 48  Max Fitness: 0.005069792559145827
New Best Fitness
Generation # 49  Max Fitness: 0.005069792559145827
Accuracy:  99.0 %
Replaced  0.004272205551180207  with  0.005069792559145827
43 <= node_count < 45
Population: 14  Node Count: 44
1.4697541809527748e-10 1.4697541809527748e-10
Generation # 0  Max Fitness: 0.0006275793345857497
New Best Fitness
Generation # 1  Max Fitness: 0.0006275793345857497
Generation # 2  Max Fitness: 0.0006275793345857497
Generation # 3  Max Fitness: 0.0006275793345857497
Generation # 4  Max Fitness: 0.0006275793345857497
Generation # 5  Max Fitness: 0.001014304134836773
New Best Fitness
Generation # 6  Max Fitness: 0.001014304134836773
Generation # 7  Max Fitness: 0.001014304134836773
Generation # 8  Max Fitness: 0.001014304134836773
Generation # 9  Max Fitness: 0.001014304134836773
Generation # 10  Max Fitness: 0.001014304134836773
Generation # 11  Max Fitness: 0.001014304134836773
Generation # 12  Max Fitness: 0.001014304134836773
Generation # 13  Max Fitness: 0.001014304134836773
Generation # 14  Max Fitness: 0.001230996381824629
New Best Fitness
Generation # 15  Max Fitness: 0.001230996381824629
Generation # 16  Max Fitness: 0.001230996381824629
Generation # 17  Max Fitness: 0.0014560172258140775
New Best Fitness
Generation # 18  Max Fitness: 0.0014560172258140775
Generation # 19  Max Fitness: 0.0014560172258140775
Generation # 20  Max Fitness: 0.0015032173338336934
New Best Fitness
Generation # 21  Max Fitness: 0.0015032173338336934
Generation # 22  Max Fitness: 0.0020285352193132097
New Best Fitness
Generation # 23  Max Fitness: 0.0020285352193132097
Generation # 24  Max Fitness: 0.0020285352193132097
Generation # 25  Max Fitness: 0.0020285352193132097
Generation # 26  Max Fitness: 0.0020285352193132097
Generation # 27  Max Fitness: 0.002180968501689347
New Best Fitness
Generation # 28  Max Fitness: 0.002180968501689347
Generation # 29  Max Fitness: 0.002180968501689347
Generation # 30  Max Fitness: 0.002180968501689347
Generation # 31  Max Fitness: 0.002180968501689347
Generation # 32  Max Fitness: 0.002180968501689347
Generation # 33  Max Fitness: 0.002180968501689347
Generation # 34  Max Fitness: 0.002180968501689347
Generation # 35  Max Fitness: 0.002180968501689347
Generation # 36  Max Fitness: 0.002180968501689347
Generation # 37  Max Fitness: 0.002180968501689347
Generation # 38  Max Fitness: 0.002180968501689347
Generation # 39  Max Fitness: 0.002180968501689347
Generation # 40  Max Fitness: 0.002180968501689347
Generation # 41  Max Fitness: 0.002180968501689347
Generation # 42  Max Fitness: 0.002756579224174347
New Best Fitness
Generation # 43  Max Fitness: 0.002756579224174347
Generation # 44  Max Fitness: 0.002756579224174347
Generation # 45  Max Fitness: 0.002756579224174347
Generation # 46  Max Fitness: 0.002756579224174347
Generation # 47  Max Fitness: 0.002756579224174347
Generation # 48  Max Fitness: 0.002756579224174347
Generation # 49  Max Fitness: 0.002756579224174347
Accuracy:  99.0 %
43 <= node_count < 45
Node Count: 45
30
1
Weighted Connections:
(30, 20) : -0.12164600816342898
(42, 12) : -0.05665930360685152
(41, 28) : -0.11990664179040636
(41, 17) : -0.045904401077338994
(40, 39) : 0.032515711675276726
(43, 18) : 0.031848745694267884
(42, 22) : -0.11462932127052451
(41, 38) : 0.18861879444820748
(32, 29) : -0.04424145152254405
(44, 21) : -0.3250367071088779
(43, 39) : 0.11293751916766918
(42, 37) : 0.12795184110972024
(32, 0) : -0.07665872056935014
(44, 32) : 0.3682399159309491
(34, 31) : 0.026633393596385457
(35, 13) : 0.00935113504809633
(39, 38) : 0.026211115432753236
(33, 13) : -0.00026220080221863996
(36, 14) : 0.007735853426764618
(35, 30) : 0.019834925615700178
(34, 10) : 0.015902321357945563
(37, 15) : -0.005806370767970238
(36, 25) : -0.055423676114136185
(35, 19) : 0.03159611356331506
(38, 12) : -0.01019227316316008
(37, 28) : -0.009097519331455521
(36, 20) : -0.008849424219097178
(39, 9) : 0.01200167825283851
(38, 19) : 0.022992220732344942
(39, 26) : -0.004761074961994786
(30, 8) : 0.03454993990670301
(40, 8) : 0.015295284418642677
(31, 13) : 0.00808089585190103
(41, 5) : -0.11507124623176372
(40, 27) : -0.02474670222996136
(30, 18) : 0.0167324794491639
(41, 26) : -0.24584619225024612
(44, 1) : -0.12153142874925857
(43, 11) : 0.06310312164718616
(42, 17) : -0.03965463879103231
(32, 20) : -0.11666328728087885
(40, 33) : 0.01762868775858005
(44, 12) : -0.43485228930239284
(43, 28) : -0.07953187023910381
(33, 17) : 0.005335474228857479
(44, 31) : 0.19044567928576317
(34, 22) : 0.005097491793324136
(43, 33) : 0.17336996708896937
(32, 10) : -0.0625154372960667
(33, 6) : -0.021156462533048283
(35, 7) : -0.008065082600210645
(44, 42) : 0.6189841511633617
(33, 11) : 0.018371751628911553
(34, 5) : 0.004246934997867802
(37, 8) : -0.007391182866165724
(36, 0) : -0.009484727849429659
(38, 7) : -0.10357628302459454
(37, 5) : -0.005000785104956598
(36, 19) : 0.003930570029575174
(39, 6) : -0.005205947525640205
(38, 10) : -0.016640202059586166
(37, 18) : 0.001119551631219091
(39, 19) : 0.0092151184578125
(38, 25) : -0.06111762866443591
(39, 28) : -0.0010648917519734018
(40, 15) : 0.018976928729210016
(31, 10) : -0.01045053345639277
(41, 14) : 0.030812041140710726
(31, 7) : -0.04433703684969856
(40, 2) : -0.042001242515328795
(42, 13) : -0.06816071748798458
(41, 3) : -0.1238599785675544
(40, 21) : 0.0032715849180177704
(31, 16) : 0.0029032075964276513
(43, 0) : -0.09015140494348854
(42, 24) : -0.026416654345837197
(41, 16) : 0.02342873905852188
